payment_id,loan_id,payment_date,amount,principal_paid,interest_paid
1305,80,2024-10-02,11208.31,6183.6,5024.71
1306,80,2024-11-01,11552.48,6542.07,5010.41
1307,80,2024-12-06,10063.6,7682.53,2381.07
1308,80,2024-12-23,11481.94,9996.83,1485.11
1309,80,2025-02-07,9018.33,5465.41,3552.92
1310,80,2025-02-22,9317.34,7469.27,1848.07
1311,80,2025-04-10,9182.99,7860.77,1322.22
1312,80,2025-04-28,10638.73,9065.7,1573.03
1313,80,2025-05-22,12332.86,9308.87,3023.99
1314,80,2025-06-25,11775.17,6931.88,4843.29
1315,81,2022-05-20,8420.82,5309.74,3111.08
1316,81,2022-06-11,6172.21,4823.46,1348.75
1317,81,2022-07-16,6218.87,3609.53,2609.34
1318,81,2022-08-07,7653.36,6083.06,1570.3
1319,81,2022-09-18,6370.47,5714.94,655.53
1320,81,2022-10-20,6310.66,4869.36,1441.3
1321,81,2022-11-05,7870.63,5284.56,2586.07
1322,81,2022-12-02,6542.5,4855.48,1687.02
1323,81,2023-01-04,7100.68,4026.31,3074.37
1324,81,2023-01-31,6597.48,3630.25,2967.23
1325,81,2023-03-03,6847.37,6128.7,718.67
1326,81,2023-04-18,8604.75,7349.73,1255.02
1327,81,2023-04-30,5982.15,4593.15,1389.0
1328,83,2020-06-03,1559.54,1006.16,553.38
1329,83,2020-07-13,2076.46,1184.24,892.22
1330,83,2020-07-31,1972.4,1007.93,964.47
1331,83,2020-09-05,2292.13,1897.79,394.34
1332,83,2020-09-30,1595.61,1090.08,505.53
1333,83,2020-11-13,2012.48,1306.97,705.51
1334,83,2020-11-28,1685.65,1516.48,169.17
1335,83,2021-01-07,1989.15,1253.55,735.6
1336,83,2021-01-31,1855.39,1438.88,416.51
1337,83,2021-03-04,1842.58,1568.91,273.67
1338,83,2021-03-31,2009.58,1296.47,713.11
1339,83,2021-05-08,1993.08,1228.72,764.36
1340,83,2021-05-24,1930.53,1340.51,590.02
1341,83,2021-07-07,1890.43,1274.36,616.07
1342,83,2021-07-23,1886.39,1394.75,491.64
1343,83,2021-09-10,2272.43,2010.47,261.96
1344,83,2021-10-10,2051.05,1054.36,996.69
1345,83,2021-11-08,2224.83,1432.68,792.15
1346,83,2021-11-25,1932.08,1705.11,226.97
1347,83,2022-01-03,1869.27,1176.64,692.63
1348,83,2022-01-26,2139.48,1776.05,363.43
1349,83,2022-02-24,2200.13,1142.12,1058.01
1350,83,2022-03-20,2279.15,1228.72,1050.43
1351,83,2022-04-21,1813.86,1475.44,338.42
1352,83,2022-05-22,1754.53,1073.59,680.94
1353,83,2022-06-24,1819.09,1026.87,792.22
1354,83,2022-08-03,1666.4,1078.98,587.42
1355,83,2022-08-23,2257.03,1880.06,376.97
1356,83,2022-10-02,2124.67,1085.62,1039.05
1357,83,2022-10-22,1908.77,1499.34,409.43
1358,83,2022-11-24,2135.25,1218.0,917.25
1359,83,2022-12-23,1618.42,960.74,657.68
1360,83,2023-01-13,1959.22,1017.0,942.22
1361,83,2023-02-20,1562.18,985.03,577.15
1362,83,2023-03-20,1639.26,981.31,657.95
1363,83,2023-04-22,2240.86,1180.63,1060.23
1364,83,2023-05-19,2225.57,1298.9,926.67
1365,83,2023-06-27,2212.48,1542.53,669.95
1366,83,2023-07-16,1581.71,904.07,677.64
1367,83,2023-08-28,2187.58,1364.08,823.5
1368,83,2023-09-10,1575.26,1294.04,281.22
1369,83,2023-10-28,2265.23,1290.04,975.19
1370,83,2023-11-14,1728.57,1206.4,522.17
1371,83,2023-12-17,2203.73,1929.33,274.4
1372,83,2024-01-09,2265.79,1253.36,1012.43
1373,83,2024-02-20,2110.47,1303.1,807.37
1374,83,2024-03-19,2300.95,2030.89,270.06
1375,83,2024-04-08,1882.33,1133.71,748.62
1376,83,2024-05-21,1544.24,1162.97,381.27
1377,83,2024-06-11,2227.07,1868.13,358.94
1378,83,2024-07-11,1769.26,1506.34,262.92
1379,83,2024-08-11,1704.83,894.86,809.97
1380,83,2024-09-12,1947.82,1430.68,517.14
1381,83,2024-10-04,2155.99,1540.48,615.51
1382,83,2024-11-17,2186.19,1249.8,936.39
1383,83,2024-12-22,2064.76,1405.91,658.85
1384,83,2025-01-12,1743.85,1186.38,557.47
1385,83,2025-02-02,1875.93,1321.9,554.03
1386,83,2025-03-19,1732.91,1407.03,325.88
1387,83,2025-04-10,2112.68,1430.8,681.88
1388,83,2025-05-09,1995.39,1760.32,235.07
1389,83,2025-06-07,1764.7,1064.88,699.82
1390,83,2025-07-02,1638.67,1092.83,545.84
1391,84,2019-09-20,6698.56,4163.21,2535.35
1392,84,2019-10-22,8122.75,6494.99,1627.76
1393,84,2019-11-23,6199.41,4425.89,1773.52
1394,84,2019-12-29,8432.1,6522.83,1909.27
1395,84,2020-01-18,6197.44,5252.97,944.47
1396,84,2020-02-20,8395.43,4659.9,3735.53
1397,84,2020-03-18,8467.78,7426.02,1041.76
1398,84,2020-04-29,8889.0,6519.7,2369.3
1399,84,2020-06-06,7382.65,5482.34,1900.31
1400,84,2020-06-21,7533.87,4942.75,2591.12
1401,84,2020-07-19,8298.59,5506.86,2791.73
1402,84,2020-08-25,8547.54,4370.21,4177.33
1403,84,2020-09-26,6098.41,3709.3,2389.11
1404,84,2020-10-19,6842.28,5777.54,1064.74
1405,84,2020-11-18,7791.73,4838.18,2953.55
1406,84,2020-12-22,8010.88,4980.45,3030.43
1407,84,2021-01-12,7348.7,5038.84,2309.86
1408,84,2021-02-24,8258.09,6122.37,2135.72
1409,84,2021-03-17,6240.11,4374.24,1865.87
1410,84,2021-04-13,8409.69,4339.89,4069.8
1411,84,2021-05-15,6821.3,5933.05,888.25
1412,84,2021-06-13,6339.63,3934.44,2405.19
1413,84,2021-07-22,8410.56,4636.11,3774.45
1414,84,2021-08-18,6399.52,5135.84,1263.68
1415,84,2021-09-09,8545.46,6879.72,1665.74
1416,84,2021-10-22,7811.68,6762.51,1049.17
1417,84,2021-11-09,8313.61,4167.55,4146.06
1418,84,2021-12-20,8638.72,6489.88,2148.84
1419,84,2022-01-09,7252.29,3886.25,3366.04
1420,84,2022-02-06,6773.46,4055.27,2718.19
1421,84,2022-03-20,7845.36,4083.89,3761.47
1422,84,2022-04-10,7055.28,6295.4,759.88
1423,84,2022-05-17,6229.34,5126.99,1102.35
1424,84,2022-06-14,7129.51,4499.59,2629.92
1425,84,2022-07-26,7429.11,3927.96,3501.15
1426,84,2022-08-09,8702.29,4409.19,4293.1
1427,84,2022-09-11,8643.76,6404.25,2239.51
1428,84,2022-10-20,6615.5,3964.47,2651.03
1429,84,2022-11-09,8498.53,6201.27,2297.26
1430,84,2022-12-03,6961.82,6149.56,812.26
1431,84,2023-01-16,8231.18,5465.9,2765.28
1432,84,2023-02-16,6032.16,4376.53,1655.63
1433,84,2023-03-18,6045.58,4266.57,1779.01
1434,84,2023-04-19,8690.05,6614.87,2075.18
1435,84,2023-05-02,7571.7,6716.52,855.18
1436,84,2023-06-08,7202.86,4961.54,2241.32
1437,84,2023-07-16,8515.02,7489.74,1025.28
1438,84,2023-08-04,6549.66,3513.26,3036.4
1439,84,2023-09-12,7844.05,4627.39,3216.66
1440,84,2023-10-07,7549.6,6277.33,1272.27
1441,84,2023-11-06,8192.4,4321.28,3871.12
1442,84,2023-12-08,6034.24,3321.15,2713.09
1443,84,2024-01-15,7428.05,5146.19,2281.86
1444,84,2024-02-03,7158.86,4652.07,2506.79
1445,84,2024-03-06,6945.21,5980.19,965.02
1446,84,2024-04-09,7487.73,5558.21,1929.52
1447,84,2024-05-01,6682.5,5936.63,745.87
1448,84,2024-06-08,6043.42,4895.52,1147.9
1449,84,2024-07-02,6999.53,4917.18,2082.35
1450,84,2024-07-29,8446.96,5314.46,3132.5
1451,84,2024-08-26,6365.36,4468.4,1896.96
1452,84,2024-10-13,8199.26,6445.76,1753.5
1453,84,2024-11-05,7994.61,6913.39,1081.22
1454,84,2024-12-05,8169.1,6720.76,1448.34
1455,84,2024-12-28,7677.11,4978.17,2698.94
1456,84,2025-01-23,6561.01,4806.95,1754.06
1457,84,2025-02-27,7366.98,4361.91,3005.07
1458,84,2025-04-04,6038.76,5250.56,788.2
1459,84,2025-05-09,7010.68,5925.3,1085.38
1460,84,2025-05-29,8754.63,6509.14,2245.49
1461,84,2025-06-21,8583.91,7234.51,1349.4
1462,84,2025-07-21,7100.0,4627.18,2472.82
1463,85,2025-07-23,5091.97,4537.18,554.79
1464,86,2023-10-22,11258.54,6945.17,4313.37
1465,86,2023-11-28,12374.86,7382.28,4992.58
1466,86,2023-12-24,12626.24,10748.65,1877.59
1467,86,2024-01-26,11692.68,7941.51,3751.17
1468,87,2020-12-30,6315.86,5083.92,1231.94
1469,87,2021-01-28,5986.77,4555.58,1431.19
1470,87,2021-02-28,6915.62,4005.77,2909.85
1471,87,2021-04-16,5755.26,5055.35,699.91
1472,87,2021-04-28,7295.09,4635.06,2660.03
1473,87,2021-05-30,7792.04,4428.75,3363.29
1474,87,2021-07-11,7685.18,4050.07,3635.11
1475,87,2021-08-09,7224.77,6052.77,1172.0
1476,87,2021-08-31,6082.31,4620.1,1462.21
1477,87,2021-10-05,5448.64,3934.86,1513.78
1478,87,2021-10-23,5506.24,3534.39,1971.85
1479,87,2021-11-30,6864.57,4176.71,2687.86
1480,87,2021-12-26,6716.34,4296.44,2419.9
1481,87,2022-02-09,6256.38,4845.72,1410.66
1482,87,2022-02-28,7813.09,4859.63,2953.46
1483,87,2022-04-07,7785.88,5475.77,2310.11
1484,87,2022-05-02,6327.03,5604.69,722.34
1485,87,2022-06-02,6873.33,4531.64,2341.69
1486,87,2022-07-06,7559.61,5238.46,2321.15
1487,87,2022-08-05,5256.52,3874.84,1381.68
1488,87,2022-09-05,6572.11,3319.81,3252.3
1489,87,2022-09-23,6412.13,4960.72,1451.41
1490,87,2022-11-04,6455.57,3800.14,2655.43
1491,87,2022-11-18,7601.33,6066.91,1534.42
1492,87,2022-12-27,6554.43,4121.65,2432.78
1493,87,2023-01-18,5784.14,4813.72,970.42
1494,87,2023-03-02,5590.39,3224.0,2366.39
1495,87,2023-03-19,7033.64,4492.56,2541.08
1496,87,2023-04-28,6518.85,4827.32,1691.53
1497,87,2023-05-21,6004.11,3973.19,2030.92
1498,87,2023-07-05,6507.0,4924.06,1582.94
1499,87,2023-07-24,7496.91,4997.7,2499.21
1500,87,2023-08-17,5645.9,4607.82,1038.08
1501,87,2023-09-23,5242.25,2795.97,2446.28
1502,87,2023-10-18,6309.19,5127.19,1182.0
1503,87,2023-11-18,6197.49,3467.54,2729.95
1504,87,2023-12-26,6796.53,4206.26,2590.27
1505,87,2024-01-19,6311.82,4160.86,2150.96
1506,87,2024-02-10,7134.49,4202.96,2931.53
1507,87,2024-03-15,6679.15,3989.81,2689.34
1508,87,2024-04-12,6193.62,4725.7,1467.92
1509,87,2024-05-10,6585.43,4972.7,1612.73
1510,87,2024-06-19,7699.56,6061.71,1637.85
1511,87,2024-07-18,5988.23,3472.08,2516.15
1512,87,2024-08-10,7176.72,5679.89,1496.83
1513,87,2024-09-09,6469.13,4727.11,1742.02
1514,87,2024-10-21,7304.31,6168.25,1136.06
1515,87,2024-11-22,7024.08,4314.19,2709.89
1516,87,2024-12-09,5946.4,3672.16,2274.24
1517,87,2025-01-07,6440.68,4426.22,2014.46
1518,87,2025-02-05,5548.22,3928.69,1619.53
1519,87,2025-03-06,7186.18,5249.87,1936.31
1520,87,2025-04-13,5387.71,4092.75,1294.96
1521,87,2025-05-21,7759.98,6508.78,1251.2
1522,87,2025-06-18,7636.21,4391.15,3245.06
1523,87,2025-07-08,6481.21,4009.89,2471.32
1524,88,2023-06-02,34043.67,22190.69,11852.98
1525,88,2023-06-29,38170.79,31398.71,6772.08
1526,88,2023-08-09,30889.34,16612.12,14277.22
1527,88,2023-08-23,32821.38,21665.62,11155.76
1528,88,2023-10-05,35746.37,31374.63,4371.74
1529,88,2023-10-23,36866.07,18949.98,17916.09
1530,88,2023-12-04,29879.75,17969.92,11909.83
1531,88,2023-12-24,32770.33,19910.86,12859.47
1532,89,2024-03-25,1785.73,1233.63,552.1
1533,89,2024-04-19,2137.91,1348.43,789.48
1534,89,2024-05-25,2422.02,2054.6,367.42
1535,89,2024-06-17,2281.3,1773.91,507.39
1536,89,2024-07-23,1764.09,1451.85,312.24
1537,89,2024-08-10,2019.72,1449.2,570.52
1538,89,2024-09-22,1845.74,1431.55,414.19
1539,89,2024-10-06,2283.26,2036.73,246.53
1540,89,2024-11-10,1908.26,1305.63,602.63
1541,90,2024-10-07,3045.93,2477.13,568.8
1542,90,2024-11-08,4381.67,3763.6,618.07
1543,90,2024-12-05,3110.59,1852.76,1257.83
1544,90,2025-01-02,3952.81,2710.98,1241.83
1545,90,2025-01-29,3481.33,3093.04,388.29
1546,90,2025-02-26,3458.71,2336.19,1122.52
1547,90,2025-03-31,2996.95,2282.95,714.0
1548,90,2025-05-13,3624.27,2164.94,1459.33
1549,90,2025-06-14,3908.78,1974.66,1934.12
1550,90,2025-07-05,3499.57,2832.11,667.46
1551,91,2022-05-21,10392.97,7288.09,3104.88
1552,91,2022-06-17,10015.38,7378.52,2636.86
1553,91,2022-07-06,10575.69,6382.68,4193.01
1554,91,2022-08-18,10702.0,9057.0,1645.0
1555,91,2022-08-31,8805.84,6796.55,2009.29
1556,91,2022-10-11,11722.23,8399.49,3322.74
1557,91,2022-11-06,11285.6,7345.61,3939.99
1558,91,2022-12-11,9392.23,6347.49,3044.74
1559,91,2023-01-02,9579.31,8216.43,1362.88
1560,91,2023-01-26,9360.35,4686.13,4674.22
1561,91,2023-03-02,11543.51,6307.4,5236.11
1562,91,2023-04-14,11535.96,9427.9,2108.06
1563,91,2023-05-09,10119.0,7045.36,3073.64
1564,91,2023-06-15,11900.44,7546.14,4354.3
1565,91,2023-07-14,10525.61,7773.86,2751.75
1566,91,2023-08-10,11253.26,9192.67,2060.59
1567,91,2023-09-08,9145.46,7924.4,1221.06
1568,91,2023-10-13,8123.15,5472.57,2650.58
1569,91,2023-11-08,9579.62,7059.9,2519.72
1570,91,2023-11-24,10788.58,9011.8,1776.78
1571,91,2024-01-08,11504.98,6248.36,5256.62
1572,91,2024-02-03,10245.35,7403.58,2841.77
1573,91,2024-03-11,11073.19,7372.94,3700.25
1574,91,2024-03-30,11519.58,6215.95,5303.63
1575,91,2024-05-05,11222.06,7284.36,3937.7
1576,91,2024-05-22,9039.0,6022.84,3016.16
1577,91,2024-06-29,11656.37,9711.67,1944.7
1578,91,2024-08-01,12017.25,10686.94,1330.31
1579,91,2024-08-19,11967.21,9626.22,2340.99
1580,91,2024-09-21,11614.62,6072.0,5542.62
1581,91,2024-10-26,11265.01,7781.39,3483.62
1582,91,2024-11-18,10996.86,8763.73,2233.13
1583,91,2024-12-19,8720.01,4846.14,3873.87
1584,91,2025-01-25,11143.31,6263.72,4879.59
1585,91,2025-02-16,11953.73,8597.62,3356.11
1586,91,2025-04-05,11587.87,9134.58,2453.29
1587,91,2025-04-16,10741.72,8818.45,1923.27
1588,91,2025-05-25,10500.07,7820.95,2679.12
1589,91,2025-06-30,8582.8,5983.02,2599.78
1590,91,2025-07-19,11647.22,7919.89,3727.33
1591,92,2024-08-22,13545.47,9020.82,4524.65
1592,92,2024-10-06,17723.99,15154.77,2569.22
1593,92,2024-11-05,17813.04,13171.88,4641.16
1594,92,2024-11-28,13898.63,10133.52,3765.11
1595,92,2024-12-24,16390.8,12413.05,3977.75
1596,92,2025-02-07,18385.86,15939.48,2446.38
1597,93,2024-01-24,4115.14,2986.65,1128.49
1598,93,2024-02-24,4765.08,3088.56,1676.52
1599,93,2024-03-27,3477.32,1900.74,1576.58
1600,93,2024-04-26,4902.53,4164.06,738.47
1601,93,2024-05-17,3659.76,2652.15,1007.61
1602,93,2024-07-04,4275.69,2679.53,1596.16
1603,93,2024-08-01,3814.51,3157.18,657.33
1604,93,2024-08-25,4346.15,2615.31,1730.84
1605,93,2024-09-28,4231.46,3027.07,1204.39
1606,93,2024-10-31,3479.14,3124.3,354.84
1607,93,2024-11-19,3360.76,1917.01,1443.75
1608,93,2024-12-24,3697.67,2053.43,1644.24
1609,93,2025-01-11,3774.33,2462.73,1311.6
1610,93,2025-03-01,4165.86,3310.07,855.79
1611,93,2025-03-27,4774.08,4264.24,509.84
1612,93,2025-04-17,4289.45,3042.26,1247.19
1613,93,2025-05-13,4262.62,2791.2,1471.42
1614,93,2025-06-16,3396.31,2734.13,662.18
1615,93,2025-07-17,4392.86,2332.46,2060.4
1616,94,2024-12-29,4546.48,3975.37,571.11
1617,94,2025-02-12,5002.61,3118.24,1884.37
1618,94,2025-03-05,4383.81,3046.43,1337.38
1619,94,2025-04-07,5069.25,3473.37,1595.88
1620,94,2025-05-07,4024.08,2429.79,1594.29
1621,94,2025-05-30,4428.2,2928.03,1500.17
1622,94,2025-06-26,4036.42,2187.01,1849.41
1623,95,2022-09-20,145.55,107.44,38.11
1624,95,2022-10-27,168.13,111.28,56.85
1625,95,2022-11-29,167.4,141.45,25.95
1626,96,2024-05-23,10331.18,8427.81,1903.37
1627,96,2024-06-22,9877.86,6067.43,3810.43
1628,96,2024-07-05,7670.59,4910.17,2760.42
1629,96,2024-08-08,9261.34,4776.51,4484.83
1630,96,2024-09-13,9162.8,7669.0,1493.8
1631,96,2024-10-15,10117.98,8069.97,2048.01
1632,96,2024-11-15,10329.29,5520.32,4808.97
1633,96,2024-12-07,9840.47,7168.71,2671.76
1634,96,2025-01-18,8427.09,6998.11,1428.98
1635,97,2025-03-10,1857.01,1144.75,712.26
1636,97,2025-04-16,1419.85,831.81,588.04
1637,97,2025-05-02,1762.59,1547.51,215.08
1638,97,2025-06-15,2014.41,1463.6,550.81
1639,97,2025-07-02,2044.14,1534.47,509.67
1640,98,2025-03-13,4721.53,3932.13,789.4
1641,98,2025-04-12,5965.77,4876.49,1089.28
1642,98,2025-05-10,4949.37,2511.59,2437.78
1643,98,2025-06-20,5940.36,4578.98,1361.38
1644,98,2025-07-07,6184.86,3758.96,2425.9
1645,99,2019-10-26,3698.18,3237.86,460.32
1646,99,2019-11-21,2861.83,1812.95,1048.88
1647,99,2019-12-17,3032.0,1661.03,1370.97
1648,99,2020-01-27,3437.94,2731.03,706.91
1649,99,2020-02-18,3266.0,1912.88,1353.12
1650,99,2020-03-19,2747.22,1699.4,1047.82
1651,99,2020-04-14,4029.62,2827.1,1202.52
1652,100,2025-05-28,757.78,518.68,239.1
1653,100,2025-06-17,866.31,460.01,406.3
1654,100,2025-07-24,885.28,732.74,152.54
1655,101,2022-06-27,6119.94,4182.65,1937.29
1656,101,2022-07-29,6400.73,4774.54,1626.19
1657,101,2022-09-04,6959.96,5590.25,1369.71
1658,101,2022-10-03,7019.97,5054.35,1965.62
1659,101,2022-10-31,7358.22,4177.05,3181.17
1660,101,2022-11-19,5354.1,3952.54,1401.56
1661,101,2023-01-02,7179.0,3633.83,3545.17
1662,101,2023-01-20,7660.05,6341.26,1318.79
1663,101,2023-02-19,6974.26,4835.56,2138.7
1664,101,2023-03-24,7739.36,4588.99,3150.37
1665,101,2023-04-28,6603.18,5071.56,1531.62
1666,101,2023-05-31,5487.66,4023.91,1463.75
1667,101,2023-06-16,5833.57,3352.06,2481.51
1668,101,2023-07-28,6283.65,4293.84,1989.81
1669,101,2023-08-17,7228.62,3964.59,3264.03
1670,101,2023-09-23,6539.63,4496.8,2042.83
1671,101,2023-10-22,5672.77,4976.58,696.19
1672,101,2023-11-28,6251.07,5611.88,639.19
1673,101,2023-12-29,7169.8,6163.5,1006.3
1674,101,2024-01-23,6799.8,4208.93,2590.87
1675,101,2024-02-19,6560.75,3630.57,2930.18
1676,101,2024-03-17,5288.23,4569.65,718.58
1677,101,2024-04-25,6676.16,4829.99,1846.17
1678,101,2024-05-16,5209.36,2710.72,2498.64
1679,101,2024-06-23,7124.64,5787.5,1337.14
1680,101,2024-07-15,6046.76,3892.08,2154.68
1681,101,2024-08-19,7475.13,3792.97,3682.16
1682,101,2024-09-12,7132.83,6303.36,829.47
1683,101,2024-10-16,7698.65,5803.12,1895.53
1684,101,2024-11-03,6537.71,3586.18,2951.53
1685,101,2024-12-05,7432.22,5061.84,2370.38
1686,101,2025-01-10,7240.21,6328.32,911.89
1687,101,2025-02-13,7291.94,5853.55,1438.39
1688,101,2025-03-18,5867.35,4278.54,1588.81
1689,101,2025-04-08,5504.42,4124.8,1379.62
1690,101,2025-05-14,7107.73,4601.07,2506.66
1691,101,2025-06-02,6117.39,4455.92,1661.47
1692,101,2025-07-11,5539.81,3404.1,2135.71
1693,102,2023-03-29,1526.99,957.9,569.09
1694,102,2023-04-16,1471.47,898.23,573.24
1695,102,2023-05-28,1457.17,1111.49,345.68
1696,102,2023-06-25,1303.64,1059.75,243.89
1697,102,2023-07-17,1094.61,599.87,494.74
1698,102,2023-08-29,1269.79,907.87,361.92
1699,102,2023-09-29,1406.62,787.02,619.6
1700,102,2023-10-25,1109.17,985.69,123.48
1701,102,2023-11-24,1363.08,1174.18,188.9
1702,102,2023-12-29,1449.5,1071.63,377.87
1703,102,2024-01-11,1471.4,1002.5,468.9
1704,102,2024-02-18,1139.34,944.44,194.9
1705,102,2024-03-19,1366.6,1214.66,151.94
1706,102,2024-04-21,1512.68,1047.05,465.63
1707,102,2024-05-29,1359.63,797.67,561.96
1708,102,2024-06-10,1073.49,859.53,213.96
1709,102,2024-07-14,1305.63,1167.55,138.08
1710,102,2024-08-25,1309.46,1096.5,212.96
1711,102,2024-09-18,1539.01,1213.38,325.63
1712,102,2024-10-23,1082.67,619.37,463.3
1713,102,2024-11-08,1552.4,878.54,673.86
1714,102,2024-12-25,1466.18,850.98,615.2
1715,102,2025-01-06,1221.66,909.72,311.94
1716,102,2025-02-12,1150.31,754.9,395.41
1717,102,2025-03-25,1204.37,874.24,330.13
1718,102,2025-04-19,1233.6,856.85,376.75
1719,102,2025-05-09,1546.83,1006.46,540.37
1720,102,2025-06-21,1442.63,942.52,500.11
1721,102,2025-07-06,1365.49,1138.65,226.84
1722,103,2021-11-22,120.91,81.16,39.75
1723,103,2021-12-31,119.2,84.2,35.0
1724,103,2022-01-19,113.67,70.71,42.96
1725,103,2022-03-03,85.84,70.4,15.44
1726,103,2022-04-02,106.73,67.31,39.42
1727,104,2023-08-09,24817.49,15959.3,8858.19
1728,104,2023-08-20,20139.58,11342.55,8797.03
1729,104,2023-09-27,19160.35,14577.31,4583.04
1730,104,2023-11-04,19937.32,14131.26,5806.06
1731,105,2021-07-31,4485.44,3186.74,1298.7
1732,105,2021-08-19,5324.79,4405.82,918.97
1733,105,2021-09-26,3824.84,3212.56,612.28
1734,105,2021-10-22,3864.01,3458.86,405.15
1735,105,2021-11-19,4710.96,3440.61,1270.35
1736,105,2021-12-19,4983.29,4313.18,670.11
1737,106,2024-04-17,376.07,192.07,184.0
1738,106,2024-05-17,451.12,316.07,135.05
1739,106,2024-06-16,398.06,325.57,72.49
1740,106,2024-07-07,390.23,239.37,150.86
1741,106,2024-08-21,427.95,342.82,85.13
1742,106,2024-09-16,458.35,295.96,162.39
1743,106,2024-10-09,401.21,220.76,180.45
1744,106,2024-11-17,355.67,254.77,100.9
1745,106,2024-12-11,370.94,253.26,117.68
1746,106,2024-12-30,423.59,371.97,51.62
1747,106,2025-02-04,356.03,227.2,128.83
1748,106,2025-03-05,423.94,292.35,131.59
1749,106,2025-04-15,362.17,289.29,72.88
1750,106,2025-05-06,404.76,239.73,165.03
1751,106,2025-05-30,451.58,275.92,175.66
1752,106,2025-07-17,428.66,385.49,43.17
1753,107,2020-05-14,660.5,347.31,313.19
1754,107,2020-06-13,650.55,553.21,97.34
1755,107,2020-07-11,791.63,539.07,252.56
1756,107,2020-07-29,880.87,588.6,292.27
1757,107,2020-08-27,755.27,523.68,231.59
1758,107,2020-10-13,897.64,477.02,420.62
1759,107,2020-11-04,658.1,520.92,137.18
1760,107,2020-12-07,771.88,647.83,124.05
1761,108,2024-12-16,26647.87,21220.96,5426.91
1762,108,2025-01-12,29456.47,22570.39,6886.08
1763,108,2025-02-25,29479.9,25016.5,4463.4
1764,108,2025-03-27,28999.14,25235.12,3764.02
1765,108,2025-04-11,21729.67,12708.23,9021.44
1766,108,2025-05-21,24536.15,20903.83,3632.32
1767,109,2022-03-19,6357.99,3569.52,2788.47
1768,109,2022-04-22,6119.86,3395.3,2724.56
1769,109,2022-05-24,7938.17,6640.24,1297.93
1770,109,2022-06-19,5574.83,4938.33,636.5
1771,109,2022-07-12,5582.96,3345.4,2237.56
1772,109,2022-08-10,7542.21,5120.93,2421.28
1773,109,2022-09-16,6352.73,3986.59,2366.14
1774,109,2022-10-18,5553.75,2859.54,2694.21
1775,109,2022-11-24,7995.08,4885.72,3109.36
1776,109,2022-12-20,5966.04,3554.53,2411.51
1777,109,2023-01-07,6069.79,3077.76,2992.03
1778,109,2023-02-14,6174.43,4643.23,1531.2
1779,109,2023-03-22,7492.09,6141.4,1350.69
1780,109,2023-04-11,5719.01,4290.66,1428.35
1781,109,2023-05-23,7600.63,5548.78,2051.85
1782,109,2023-06-19,7205.82,4931.83,2273.99
1783,109,2023-07-11,7563.32,4350.53,3212.79
1784,109,2023-08-01,6709.56,4683.35,2026.21
1785,109,2023-09-20,6813.02,4397.91,2415.11
1786,109,2023-10-12,6197.76,3750.23,2447.53
1787,109,2023-11-13,6450.79,5095.15,1355.64
1788,109,2023-12-12,7897.85,6351.57,1546.28
1789,109,2024-01-16,7283.15,5277.92,2005.23
1790,109,2024-02-01,5553.33,3026.97,2526.36
1791,109,2024-03-17,7855.1,4350.39,3504.71
1792,109,2024-04-01,7024.07,3770.75,3253.32
1793,109,2024-05-13,7045.99,5366.11,1679.88
1794,109,2024-06-04,5562.05,4453.97,1108.08
1795,109,2024-07-16,5788.72,3782.98,2005.74
1796,109,2024-07-29,7133.52,3858.94,3274.58
1797,109,2024-09-08,6196.59,4428.91,1767.68
1798,109,2024-10-04,5957.86,3024.4,2933.46
1799,109,2024-10-30,7399.64,6162.8,1236.84
1800,109,2024-11-30,7691.91,4550.71,3141.2
1801,109,2024-12-23,7913.02,6488.26,1424.76
1802,109,2025-02-07,7598.56,5870.96,1727.6
1803,110,2024-09-06,3990.0,3035.14,954.86
1804,110,2024-10-17,4282.44,2575.15,1707.29
1805,110,2024-11-17,4150.06,2932.51,1217.55
1806,110,2024-12-13,3521.7,1917.72,1603.98
1807,110,2025-01-09,3060.39,2656.9,403.49
1808,110,2025-02-23,4080.86,3046.97,1033.89
1809,110,2025-03-21,3439.19,2056.34,1382.85
1810,110,2025-04-12,3770.87,3209.41,561.46
1811,110,2025-05-18,3489.13,2674.73,814.4
1812,110,2025-06-23,4065.21,2041.67,2023.54
1813,110,2025-07-17,3400.68,1957.34,1443.34
1814,111,2025-05-25,6388.91,4533.96,1854.95
1815,111,2025-06-24,6193.85,3741.26,2452.59
1816,111,2025-07-21,5315.4,3849.71,1465.69
1817,112,2022-12-23,1685.49,1314.9,370.59
1818,112,2023-01-27,1894.18,1359.94,534.24
1819,112,2023-02-21,1396.33,1055.96,340.37
1820,112,2023-03-18,1573.05,851.72,721.33
1821,112,2023-04-11,1503.14,1117.68,385.46
1822,112,2023-05-14,1404.7,1049.78,354.92
1823,112,2023-06-14,1531.58,825.37,706.21
1824,112,2023-07-12,1567.67,928.93,638.74
1825,113,2023-08-18,1831.66,1560.9,270.76
1826,113,2023-09-20,1723.5,1007.48,716.02
1827,113,2023-09-30,2354.1,1855.18,498.92
1828,113,2023-11-14,1939.66,1426.26,513.4
1829,113,2023-11-29,1710.68,1082.11,628.57
1830,114,2023-12-08,19972.59,16573.2,3399.39
1831,114,2023-12-28,13671.02,11853.02,1818.0
1832,114,2024-02-03,16654.87,13645.5,3009.37
