transaction_id,account_id,transaction_type,amount,transaction_date,description,status,recipient_account_id
1061,912,دفع فواتير,1881.27,2024-03-08 10:22:59.320362,Consectetur rerum aperiam nihil placeat iusto.,معلقة,
1062,562,دفع فواتير,1256.64,2024-10-24 13:33:53.495190,Esse inventore quae quaerat natus saepe dolor.,فاشلة,
1063,565,سحب,469.79,2025-04-29 06:17:44.218294,Repudiandae dicta blanditiis architecto error iste.,فاشلة,
1064,63,إيداع,3618.96,2022-04-09 18:43:00.622319,Aspernatur odit corrupti architecto expedita temporibus ea.,ناجحة,
1065,17,دفع فواتير,246.84,2025-02-23 02:34:25.328231,Ipsam repellendus dignissimos iste autem.,معلقة,
1066,800,إيداع,852.88,2023-12-14 05:45:39.986132,Aspernatur recusandae natus consequatur.,معلقة,
1067,17,دفع فواتير,3362.12,2025-03-24 10:34:19.053993,Reiciendis rerum deleniti.,معلقة,
1068,14,سحب,902.68,2024-09-07 23:11:21.631611,Dolorem et iure nostrum voluptates suscipit.,ناجحة,
1069,67,دفع فواتير,1322.87,2021-12-27 20:12:16.849993,Velit nam quasi temporibus omnis odio.,فاشلة,
1070,967,دفع فواتير,3476.8,2020-03-05 06:29:27.991798,Reiciendis voluptas deserunt quo et.,ناجحة,
1071,178,سحب,869.11,2025-04-28 10:05:59.121542,Ducimus ratione aliquid enim.,فاشلة,
1072,271,سحب,2903.34,2025-07-04 20:37:20.226758,Sunt voluptatibus rerum est rerum cumque laudantium.,فاشلة,
1073,3,تحويل,365.7,2024-02-13 13:36:09.370891,Recusandae delectus enim enim quisquam.,معلقة,978.0
1074,422,سحب,761.07,2024-08-09 02:31:35.020527,Alias laudantium modi.,ناجحة,
1075,513,تحويل,3962.81,2021-06-01 16:19:16.569799,Nostrum dolorem asperiores ab eum mollitia unde.,ناجحة,288.0
1076,994,إيداع,240.91,2021-07-13 16:53:47.730107,Rerum deleniti corrupti hic voluptatum sapiente.,معلقة,
1077,525,سحب,970.44,2024-08-18 10:50:35.230926,Porro ad iste debitis amet.,فاشلة,
1078,823,دفع فواتير,247.69,2025-01-06 15:04:36.752908,Eveniet et beatae laboriosam sed soluta voluptatem minima.,فاشلة,
1079,935,دفع فواتير,3530.3,2025-06-29 22:24:30.109693,Perferendis molestiae aperiam at harum.,ناجحة,
1080,677,سحب,62.26,2022-05-28 08:03:11.956700,Hic asperiores totam cum nulla.,فاشلة,
1081,830,تحويل,3651.94,2020-03-10 22:30:43.537619,Nostrum atque officiis consequuntur quasi sequi.,فاشلة,483.0
1082,397,سحب,1210.64,2025-01-26 12:31:55.911459,Quos debitis occaecati molestiae neque vero tenetur.,ناجحة,
1083,248,تحويل,4585.83,2025-02-05 15:41:51.600907,Deserunt tenetur distinctio sit.,معلقة,678.0
1084,404,سحب,1195.13,2025-06-30 20:11:33.636439,Nulla ipsam nemo nobis velit occaecati.,معلقة,
1085,427,إيداع,1415.15,2023-12-01 23:20:33.108227,Similique quas placeat accusantium animi blanditiis.,معلقة,
1086,990,دفع فواتير,3900.72,2025-02-12 22:10:45.968607,Officia vero minima provident necessitatibus est adipisci veniam.,معلقة,
1087,306,سحب,3545.4,2024-09-29 13:12:58.779291,Fuga sapiente distinctio maiores dolores ea veritatis.,معلقة,
1088,755,دفع فواتير,1314.77,2025-04-24 16:28:13.003469,Maxime consequatur fugiat illum sit maxime quas.,فاشلة,
1089,606,سحب,817.45,2025-06-27 10:43:27.658689,Distinctio ad ut dolor.,معلقة,
1090,604,سحب,3206.78,2024-02-14 23:36:49.568853,Autem expedita ad cupiditate.,ناجحة,
1091,174,تحويل,3629.26,2024-12-15 03:41:52.154643,Nemo possimus non.,فاشلة,50.0
1092,515,دفع فواتير,2490.8,2024-08-13 19:38:30.088263,Cum ratione blanditiis placeat exercitationem provident delectus.,فاشلة,
1093,231,سحب,150.6,2025-06-03 12:00:30.629941,Illo commodi officia totam deserunt exercitationem.,ناجحة,
1094,817,دفع فواتير,2605.41,2022-01-03 15:14:06.983784,Ducimus aspernatur itaque eligendi earum dolores quia.,معلقة,
1095,755,سحب,86.98,2025-03-04 10:17:09.673374,Explicabo fugiat quasi.,ناجحة,
1096,871,تحويل,611.28,2022-07-22 02:10:07.007238,Voluptas laudantium enim.,ناجحة,470.0
1097,864,سحب,237.78,2025-07-06 06:28:24.847341,Illum facilis molestiae repellendus atque.,معلقة,
1098,240,إيداع,591.39,2023-01-07 05:12:41.142023,Sequi libero at tempora ipsum maxime.,معلقة,
1099,845,إيداع,4547.7,2025-07-20 15:51:22.027566,Repellat numquam labore enim at accusantium.,ناجحة,
1100,730,إيداع,2037.75,2024-09-16 19:55:59.657302,Suscipit saepe quidem molestias.,ناجحة,
1101,552,سحب,323.28,2023-08-13 14:52:31.053288,Veritatis veritatis neque autem perspiciatis.,فاشلة,
1102,465,دفع فواتير,1847.64,2025-05-30 13:15:21.999419,Voluptatem rerum nihil ab aperiam.,ناجحة,
1103,299,تحويل,967.19,2025-06-08 13:49:34.485023,Non quo consectetur vero numquam nihil corporis.,فاشلة,430.0
1104,52,تحويل,4376.74,2025-07-16 12:43:34.854891,Voluptate error nostrum commodi.,معلقة,999.0
1105,186,دفع فواتير,4177.42,2024-02-11 09:05:50.219448,Beatae quidem cupiditate libero repellat.,معلقة,
1106,459,سحب,3540.4,2024-05-26 16:33:37.554816,Dolor repellendus impedit nobis necessitatibus modi.,فاشلة,
1107,964,دفع فواتير,80.78,2025-05-12 23:20:02.829982,Ipsum deserunt reiciendis distinctio.,ناجحة,
1108,960,تحويل,4684.26,2024-01-11 19:59:59.774908,Officiis doloremque quisquam qui.,ناجحة,366.0
1109,439,سحب,3691.98,2025-07-03 22:14:33.416513,Ex culpa eligendi nostrum corrupti.,فاشلة,
1110,128,تحويل,2504.54,2025-01-03 12:36:13.365478,Necessitatibus recusandae corrupti rem accusamus nulla veniam.,معلقة,295.0
1111,34,سحب,2537.31,2024-09-05 11:06:29.069330,Placeat sed quo labore sit est quaerat.,فاشلة,
1112,337,دفع فواتير,3981.06,2024-12-18 13:29:17.002466,Provident eaque dolore.,معلقة,
1113,986,تحويل,1713.96,2022-04-10 18:04:52.996254,Facilis quisquam rerum sunt necessitatibus.,معلقة,262.0
1114,782,دفع فواتير,4126.08,2024-11-12 11:00:33.607017,Dicta iusto sapiente molestias in.,فاشلة,
1115,240,دفع فواتير,4124.45,2022-11-09 14:03:33.534429,Enim unde sunt ipsa laboriosam esse illo.,معلقة,
1116,60,إيداع,4775.85,2019-10-11 17:52:23.783354,Saepe cumque delectus neque unde maiores.,فاشلة,
1117,695,تحويل,2001.59,2025-05-24 13:52:26.092557,Fuga nihil dolores nihil ad.,فاشلة,458.0
1118,491,دفع فواتير,1577.06,2024-01-20 06:42:34.726346,Nesciunt eaque veritatis harum odit corrupti.,فاشلة,
1119,327,دفع فواتير,2499.27,2025-06-22 07:59:07.114346,Voluptatum recusandae sapiente repellendus culpa earum quaerat.,معلقة,
1120,710,دفع فواتير,4481.58,2025-04-01 18:45:39.304345,Tempore quos aliquam rem assumenda aliquid quaerat.,فاشلة,
1121,551,دفع فواتير,1588.35,2025-07-07 09:37:21.002523,Corrupti accusamus veritatis provident corporis autem.,معلقة,
1122,1008,تحويل,792.88,2025-06-14 14:58:32.469256,Natus commodi distinctio vitae iste.,معلقة,730.0
1123,928,إيداع,3514.05,2024-11-20 03:24:21.078441,Fugiat fugit asperiores tempore libero laborum a amet.,ناجحة,
1124,437,سحب,3052.53,2025-05-17 13:19:24.651782,Perferendis sunt placeat omnis ab ipsam.,ناجحة,
1125,624,سحب,3262.55,2024-08-04 09:32:57.620196,Modi hic quibusdam nesciunt odit.,ناجحة,
1126,325,إيداع,4452.9,2024-04-22 16:16:02.811854,Quos aperiam non iste corrupti.,ناجحة,
1127,466,تحويل,3784.92,2025-04-14 05:40:49.611442,Laudantium impedit sed quasi doloremque.,فاشلة,200.0
1128,247,سحب,1663.54,2025-06-22 14:36:10.975696,Tempore tempore aut eos totam mollitia sit.,معلقة,
1129,530,تحويل,3938.44,2025-07-20 17:29:54.219173,Aperiam deserunt impedit necessitatibus voluptatum.,ناجحة,477.0
1130,690,سحب,3282.55,2024-12-13 23:20:54.221840,Quasi ea voluptates nihil sunt placeat.,معلقة,
1131,181,سحب,4609.39,2022-08-03 06:14:31.917643,Fuga qui deleniti doloremque atque nesciunt distinctio.,فاشلة,
1132,476,إيداع,1011.31,2022-12-04 19:53:04.100820,Aspernatur fuga magni a impedit eius.,معلقة,
1133,830,تحويل,4676.23,2021-04-23 07:55:53.231925,Temporibus maxime possimus non dolor saepe vero.,معلقة,904.0
1134,1013,تحويل,4289.02,2021-02-16 03:59:05.383139,Quibusdam quaerat iste culpa.,فاشلة,589.0
1135,314,دفع فواتير,1749.59,2024-04-07 02:22:28.033329,Minima blanditiis repellat dolore natus.,معلقة,
1136,10,دفع فواتير,3157.59,2023-05-26 07:23:12.177252,Reiciendis molestias omnis ut provident neque vitae.,معلقة,
1137,213,دفع فواتير,2398.13,2024-03-25 18:39:39.303678,Minus corrupti ratione cumque necessitatibus quisquam ducimus.,ناجحة,
1138,264,سحب,2787.32,2024-08-07 01:59:31.400762,Ratione rem repellat sit.,معلقة,
1139,94,سحب,1166.31,2024-07-01 11:27:16.787957,Illum totam impedit assumenda perspiciatis.,ناجحة,
1140,938,تحويل,1560.93,2024-09-11 18:59:32.625388,Repellendus consequuntur perspiciatis autem perferendis nobis voluptatum.,فاشلة,30.0
1141,753,إيداع,4222.91,2025-04-23 12:21:28.640794,Explicabo dicta voluptate reiciendis.,معلقة,
1142,592,إيداع,2641.58,2022-12-24 11:27:28.862139,Qui odio praesentium occaecati.,فاشلة,
1143,542,إيداع,321.23,2023-02-25 17:30:54.317751,Aliquam ipsam repudiandae dolores.,فاشلة,
1144,50,دفع فواتير,2578.34,2025-06-30 22:16:13.670416,Ipsam facilis inventore distinctio atque nulla.,فاشلة,
1145,858,دفع فواتير,2476.9,2025-05-13 13:40:25.784675,Architecto itaque suscipit dignissimos temporibus ab placeat.,معلقة,
1146,636,دفع فواتير,2588.67,2025-02-03 02:28:39.574076,Neque numquam maiores quis enim doloribus iusto.,ناجحة,
1147,814,دفع فواتير,4962.2,2025-02-04 19:30:48.658441,Aliquam iusto veritatis cum.,معلقة,
1148,164,إيداع,2961.02,2025-07-05 03:39:43.491383,Optio quisquam ipsa quae consequuntur voluptatibus nobis voluptatum.,ناجحة,
1149,349,سحب,3395.36,2025-05-26 13:16:53.236334,Cumque recusandae sit ea.,معلقة,
1150,503,دفع فواتير,1911.92,2024-05-26 19:45:21.014604,Nam voluptas nostrum voluptatibus.,فاشلة,
1151,322,دفع فواتير,1173.21,2023-10-15 20:21:04.523176,Enim ea distinctio facilis quae.,ناجحة,
1152,378,دفع فواتير,1644.01,2025-03-06 13:29:49.559747,Maiores dicta inventore iusto id.,فاشلة,
1153,798,تحويل,4425.42,2025-07-10 05:07:42.874757,Nemo vero aspernatur omnis ipsam.,ناجحة,416.0
1154,72,إيداع,3588.38,2025-07-04 13:20:33.929365,Amet eaque porro architecto tenetur autem saepe.,فاشلة,
1155,885,إيداع,1322.26,2024-05-02 15:08:48.258955,Adipisci expedita nam eligendi.,فاشلة,
1156,636,دفع فواتير,1125.24,2024-10-28 03:41:08.457732,Optio deleniti cupiditate praesentium esse tenetur.,معلقة,
1157,866,سحب,646.47,2023-05-18 09:30:21.528355,Ea quis vel id.,معلقة,
1158,214,تحويل,4148.99,2024-11-11 10:42:21.265020,Cum exercitationem asperiores non inventore facere.,ناجحة,604.0
1159,971,تحويل,3719.86,2025-07-26 19:45:01.069624,In unde perferendis ullam optio.,معلقة,406.0
1160,835,تحويل,4188.52,2025-07-19 07:38:52.755068,Modi possimus quae odio veniam officia.,فاشلة,210.0
1161,438,سحب,2325.63,2025-07-13 19:05:24.622542,Qui non fugit laborum rem tempora veniam.,معلقة,
1162,973,تحويل,465.29,2019-11-17 05:49:22.379206,Temporibus quod facere nulla quo.,معلقة,893.0
1163,960,سحب,14.19,2022-12-04 16:51:25.183049,Hic et facere laborum ducimus omnis voluptate voluptate.,ناجحة,
1164,686,سحب,3860.81,2024-12-25 09:07:16.975841,Repellat blanditiis molestiae eius.,معلقة,
1165,983,دفع فواتير,2021.61,2025-06-15 07:54:51.471479,Eligendi dolorum eum.,فاشلة,
1166,605,سحب,1962.2,2019-09-13 15:16:58.543747,Earum accusamus facilis cumque.,معلقة,
1167,353,تحويل,1037.85,2025-07-02 17:09:20.973247,Incidunt dicta optio delectus.,فاشلة,55.0
1168,263,سحب,3242.61,2020-01-13 21:19:22.047457,Eius doloremque aliquam cumque doloribus.,فاشلة,
1169,217,سحب,1443.76,2025-07-18 19:57:51.035238,Sit fuga officia accusantium soluta.,ناجحة,
1170,780,دفع فواتير,4824.48,2024-01-21 03:22:49.821649,Deserunt ipsum nihil vitae praesentium voluptas commodi.,ناجحة,
1171,673,تحويل,3159.55,2024-03-28 04:59:11.074201,Ut placeat nam minima.,ناجحة,778.0
1172,161,إيداع,4231.3,2025-03-28 22:24:33.420486,Laboriosam occaecati consectetur alias.,ناجحة,
1173,106,إيداع,4845.35,2024-07-27 02:59:11.992534,Repellat ratione quisquam harum nisi debitis.,معلقة,
1174,36,إيداع,897.74,2025-07-11 00:05:40.225833,Beatae sed incidunt illo maxime.,فاشلة,
1175,947,سحب,846.73,2023-11-27 07:41:45.035056,Quam fugiat laudantium tempore distinctio modi dolor aspernatur.,فاشلة,
1176,526,تحويل,2997.29,2024-11-11 05:40:06.811886,Cumque sit ratione error a.,معلقة,684.0
1177,559,إيداع,1131.39,2023-11-04 11:54:11.355884,Nostrum mollitia velit modi provident nemo hic animi.,معلقة,
1178,311,تحويل,4865.72,2024-08-22 19:42:10.135145,Ullam deleniti culpa aliquam.,ناجحة,269.0
1179,519,سحب,2431.19,2022-03-12 21:24:08.646209,Eligendi facilis nihil.,ناجحة,
1180,182,إيداع,447.6,2020-03-29 15:36:15.571411,Praesentium ad debitis maiores.,ناجحة,
1181,924,دفع فواتير,4832.11,2020-09-03 12:05:55.522689,Nulla nisi at tempore inventore expedita.,فاشلة,
1182,902,إيداع,649.86,2021-05-23 16:32:17.967290,Maxime explicabo quae voluptas.,معلقة,
1183,978,تحويل,4403.73,2016-06-03 18:48:49.718060,Veritatis culpa eius natus voluptatum molestiae et.,معلقة,862.0
1184,792,سحب,2163.58,2023-02-06 22:29:54.800233,Mollitia vel ipsam corporis rem impedit sequi debitis.,ناجحة,
1185,47,سحب,3033.78,2025-04-27 20:35:50.007079,Aliquam neque aspernatur quis ipsam.,معلقة,
1186,627,إيداع,4332.63,2024-05-25 12:37:19.102673,Ea veritatis dolore commodi nam perferendis.,فاشلة,
1187,745,تحويل,4712.06,2023-04-21 17:51:54.596569,Ad magnam minus praesentium.,معلقة,581.0
1188,386,سحب,2675.55,2022-11-04 04:38:44.667733,Officiis voluptates labore totam molestias.,ناجحة,
1189,628,إيداع,3903.8,2024-12-14 22:01:56.935818,Illum sed suscipit voluptas et repudiandae veritatis.,معلقة,
1190,382,تحويل,1576.89,2024-07-06 05:20:25.120882,Aliquam unde totam atque.,معلقة,181.0
1191,586,إيداع,3126.37,2023-10-29 14:49:13.149410,Sequi dicta quidem.,فاشلة,
1192,724,سحب,4624.0,2025-05-11 10:23:50.712381,Incidunt sunt quisquam nobis.,ناجحة,
1193,915,سحب,4141.31,2025-06-05 07:17:29.816099,Esse aperiam aspernatur rem.,فاشلة,
1194,374,سحب,2166.38,2025-05-13 11:50:08.308981,Tenetur facilis non molestiae eius vel.,معلقة,
1195,929,سحب,1381.77,2025-03-27 06:47:29.493675,Reprehenderit aliquid tenetur.,فاشلة,
1196,7,تحويل,671.08,2023-08-17 16:34:58.641659,Dolorem fugiat veniam recusandae dolorem veritatis autem provident.,ناجحة,878.0
1197,240,تحويل,4875.04,2023-01-11 00:55:07.080823,Atque laboriosam voluptatum nesciunt ullam nobis.,ناجحة,685.0
1198,652,دفع فواتير,3436.24,2023-01-09 17:10:15.762739,Aperiam dolores numquam consequuntur cupiditate fugiat voluptate in.,ناجحة,
1199,343,دفع فواتير,2257.28,2024-07-15 04:35:33.248579,Libero velit reiciendis corrupti molestiae perspiciatis voluptates.,ناجحة,
1200,679,تحويل,808.58,2024-06-24 10:29:48.765065,Rem debitis molestias est corporis praesentium.,ناجحة,327.0
1201,110,إيداع,3014.21,2025-05-18 07:07:46.305002,Aliquam voluptatum cumque molestias fugit blanditiis.,فاشلة,
1202,130,سحب,4014.54,2024-05-11 01:47:30.506874,Iste quos iure soluta natus animi facilis.,ناجحة,
1203,675,دفع فواتير,1893.86,2024-09-27 17:25:09.037076,Inventore sapiente fugit magnam quaerat eum id.,ناجحة,
1204,150,سحب,1552.3,2025-07-09 05:02:04.293191,Repellat molestias quia sunt officia.,فاشلة,
1205,542,إيداع,4693.52,2023-11-28 12:13:48.820560,Explicabo officiis maiores delectus dolorum nobis enim.,فاشلة,
1206,277,إيداع,1842.1,2024-09-15 21:06:07.246317,Occaecati ut nulla voluptate maiores inventore aliquam neque.,ناجحة,
1207,864,تحويل,4391.95,2025-07-14 23:29:26.021947,Maxime enim placeat.,ناجحة,782.0
1208,680,تحويل,3058.14,2021-07-28 07:28:25.698560,Alias in culpa quibusdam ab corporis esse.,فاشلة,707.0
1209,134,سحب,506.55,2025-03-23 12:01:55.807425,Corporis deleniti alias debitis quod tenetur dicta repudiandae.,ناجحة,
1210,450,إيداع,688.46,2025-05-16 08:35:06.390976,Neque voluptas vel expedita nisi error voluptate.,ناجحة,
1211,906,سحب,702.56,2023-02-14 00:55:38.684486,Repellat excepturi ullam eius cupiditate consequatur expedita.,فاشلة,
1212,975,دفع فواتير,3045.75,2025-07-23 00:15:43.934243,Officia adipisci reprehenderit.,فاشلة,
1213,610,إيداع,1298.42,2024-04-04 15:03:21.675035,Pariatur sapiente explicabo eum quos iste.,ناجحة,
1214,85,سحب,3637.48,2025-06-05 17:53:27.809195,Nisi ratione facere ut a tempora aliquam.,ناجحة,
1215,913,دفع فواتير,4965.25,2023-06-13 11:41:32.634761,Exercitationem architecto saepe quae sint.,معلقة,
1216,223,تحويل,3659.84,2024-03-25 02:30:15.883234,Natus commodi sapiente adipisci alias ipsa itaque.,معلقة,866.0
1217,752,تحويل,2087.88,2024-12-10 00:49:33.768860,Perspiciatis alias inventore sed officia.,ناجحة,34.0
1218,985,دفع فواتير,865.98,2024-12-14 05:51:32.971461,Ducimus ab similique consequatur perferendis temporibus ipsa.,فاشلة,
1219,890,تحويل,4316.87,2024-10-24 16:53:14.292992,Nisi nulla minima quis iure molestiae aspernatur.,معلقة,431.0
1220,322,دفع فواتير,3745.99,2024-04-21 16:18:40.001055,Inventore numquam similique vel.,ناجحة,
1221,850,دفع فواتير,3900.41,2024-10-11 22:43:44.499194,Autem reprehenderit autem dignissimos explicabo deserunt.,معلقة,
1222,756,سحب,4824.43,2025-03-08 18:34:12.400740,Odio similique est eaque doloribus a suscipit.,ناجحة,
1223,768,سحب,2147.61,2024-03-27 10:32:57.183297,Ad dolorem nostrum voluptatem non natus quis.,ناجحة,
1224,618,تحويل,3249.35,2018-12-14 10:27:30.313765,Magnam eligendi odio eligendi sapiente officiis quae.,ناجحة,562.0
1225,153,تحويل,2820.1,2025-07-25 05:19:56.768558,Incidunt doloremque occaecati similique assumenda ex sunt.,معلقة,637.0
1226,976,إيداع,595.24,2023-09-06 02:54:56.072401,Nulla harum architecto impedit.,فاشلة,
1227,895,سحب,179.63,2025-01-15 14:43:34.785503,Neque beatae maxime laborum qui tempora fugiat ratione.,ناجحة,
1228,19,دفع فواتير,3534.61,2025-01-13 19:12:24.052789,A impedit natus illum natus.,ناجحة,
1229,121,سحب,2330.46,2025-06-01 22:02:53.989619,Nemo veritatis veritatis necessitatibus doloribus consectetur rerum facilis.,فاشلة,
1230,807,إيداع,1022.28,2021-05-26 19:40:39.505716,Nesciunt magnam optio molestias maxime maiores.,فاشلة,
1231,969,تحويل,34.34,2025-07-24 16:08:54.172618,Quasi voluptate nostrum possimus.,فاشلة,906.0
1232,501,إيداع,625.64,2025-06-21 06:02:02.382880,Consequuntur cum suscipit voluptatem.,معلقة,
1233,249,إيداع,2211.58,2023-06-23 21:11:02.281884,Voluptatum odio harum omnis architecto ipsa.,معلقة,
1234,608,سحب,3758.24,2022-05-01 14:53:07.903012,Quaerat odio doloribus soluta repellendus cupiditate ipsum.,معلقة,
1235,863,سحب,4369.08,2025-06-02 23:14:37.358508,Vero atque non sapiente rerum laboriosam.,معلقة,
1236,904,إيداع,4168.11,2025-07-04 08:45:29.304017,Ipsam quisquam sint numquam ex facere magnam.,معلقة,
1237,441,تحويل,2622.06,2025-04-05 08:11:48.512419,Quos porro architecto aut dignissimos assumenda.,معلقة,695.0
1238,899,تحويل,2272.03,2024-10-04 07:31:31.563677,Quas aut quaerat officiis perspiciatis ipsa.,ناجحة,604.0
1239,539,دفع فواتير,699.52,2023-03-17 16:52:31.225035,Laudantium dolorem quasi reiciendis ipsa.,ناجحة,
1240,157,سحب,4831.24,2024-08-17 22:01:58.665651,Magni sapiente id eos quae mollitia doloribus corporis.,معلقة,
1241,723,إيداع,3929.72,2022-10-04 22:55:22.794380,Accusantium corrupti sint ex illum ullam.,معلقة,
1242,466,سحب,3374.6,2025-03-11 21:50:42.027860,Unde suscipit assumenda vitae accusantium.,فاشلة,
1243,601,تحويل,43.97,2025-02-18 10:50:52.446808,Esse cupiditate eveniet pariatur consequatur odit.,ناجحة,194.0
1244,776,تحويل,1049.0,2018-10-04 15:36:33.192263,Veritatis ratione maxime voluptatum.,معلقة,560.0
1245,671,دفع فواتير,2557.18,2022-05-11 00:13:34.746592,Inventore saepe fugit.,فاشلة,
1246,54,سحب,2955.23,2025-06-22 05:00:56.910393,Quaerat esse vel rem tempore placeat quasi odio.,فاشلة,
1247,969,تحويل,106.76,2025-07-18 01:16:25.331603,Commodi fuga vero architecto dolorum repellat placeat.,ناجحة,720.0
1248,189,دفع فواتير,3231.01,2025-06-20 13:46:55.431680,Delectus itaque pariatur quas autem totam a occaecati.,معلقة,
1249,541,إيداع,882.21,2023-10-05 11:05:10.780360,Corrupti consequatur tempore qui laboriosam distinctio earum eum.,ناجحة,
1250,320,تحويل,653.54,2025-04-10 13:53:42.783699,Sequi minus ducimus officia ducimus saepe.,فاشلة,976.0
1251,955,إيداع,4352.88,2025-05-13 02:31:17.745207,Veritatis repellendus expedita iusto cumque ut.,فاشلة,
1252,505,إيداع,2015.11,2025-04-16 05:00:21.517371,Modi quae ipsam id unde temporibus totam.,معلقة,
1253,390,سحب,2893.18,2025-01-14 19:25:45.145397,Omnis sed quam repellendus odit consectetur.,معلقة,
1254,534,إيداع,4228.72,2021-04-14 21:13:27.699060,Tempore aliquid maxime laboriosam incidunt voluptas dolorum.,معلقة,
1255,324,سحب,3400.42,2025-02-28 05:15:31.474015,Ea dolores tempore eos.,ناجحة,
1256,63,دفع فواتير,2245.94,2025-02-06 23:57:35.570366,Ullam natus voluptates ut placeat ipsam.,فاشلة,
1257,395,إيداع,1289.74,2025-04-18 11:03:52.723637,Dolore dignissimos possimus quod amet totam.,ناجحة,
1258,29,تحويل,1171.04,2023-03-01 19:59:52.602524,Odit error ad excepturi illum itaque ab itaque.,فاشلة,289.0
1259,249,إيداع,4003.61,2025-06-20 02:43:16.851780,Tenetur eius rerum laborum tempora quae fuga.,فاشلة,
1260,104,إيداع,1566.45,2024-08-20 21:41:13.520875,Aspernatur velit provident soluta.,فاشلة,
1261,964,إيداع,1915.25,2024-11-30 14:16:26.318155,Commodi nostrum quaerat repudiandae fugiat accusamus.,ناجحة,
1262,272,إيداع,2234.53,2024-07-09 22:14:42.321925,Ipsa corporis necessitatibus.,معلقة,
1263,626,تحويل,1077.22,2023-12-04 09:06:45.486819,Rem ab explicabo laborum nesciunt esse mollitia.,معلقة,183.0
1264,35,سحب,1249.78,2025-03-22 02:50:17.997526,A omnis quod vitae sapiente amet veritatis corrupti.,فاشلة,
1265,959,دفع فواتير,2857.04,2025-04-24 18:26:33.379406,Iste voluptates ipsum enim vero.,فاشلة,
1266,1011,تحويل,3253.11,2024-10-29 15:47:44.597039,Atque velit vel quisquam sunt corrupti nesciunt.,فاشلة,590.0
1267,663,تحويل,634.16,2025-07-02 00:28:04.910453,Ipsum vel reiciendis voluptas ipsam tenetur excepturi optio.,معلقة,992.0
1268,623,دفع فواتير,2056.96,2025-06-02 04:20:07.550014,Consectetur accusamus nulla quisquam expedita.,ناجحة,
1269,864,تحويل,3607.62,2025-07-05 21:13:17.132524,Porro hic animi ab soluta possimus.,ناجحة,948.0
1270,594,دفع فواتير,1392.81,2024-12-13 07:58:30.189962,Rem aspernatur quia.,ناجحة,
1271,86,إيداع,4119.28,2025-06-28 18:18:46.699275,Temporibus occaecati iure dignissimos praesentium.,معلقة,
1272,868,دفع فواتير,1367.24,2025-07-24 20:14:24.717371,Exercitationem laborum repudiandae minus.,ناجحة,
1273,985,إيداع,3519.93,2025-01-04 09:59:37.801398,Accusamus laudantium sit ipsa quasi omnis.,ناجحة,
1274,457,دفع فواتير,3662.62,2024-06-01 05:22:29.436492,Nobis ipsum sunt reiciendis.,ناجحة,
1275,782,دفع فواتير,4252.39,2024-05-10 23:11:18.052117,Dolorum odio maiores fugiat.,فاشلة,
1276,218,تحويل,402.59,2025-01-09 18:03:00.051416,Maiores minus excepturi placeat reiciendis sint.,فاشلة,592.0
1277,685,تحويل,3131.78,2025-06-15 09:59:36.646358,Quis ab alias voluptates id commodi.,فاشلة,321.0
1278,772,دفع فواتير,3744.61,2025-06-18 11:03:13.177204,Recusandae molestiae quas magni eaque sequi ullam.,ناجحة,
1279,528,إيداع,2771.56,2022-10-05 04:46:35.856887,Aliquid aliquid quaerat magni.,ناجحة,
1280,646,دفع فواتير,497.8,2025-07-01 07:19:06.828845,Consequuntur vitae repellendus tempora.,ناجحة,
1281,999,دفع فواتير,280.06,2025-04-28 07:07:39.186949,Maxime cumque quibusdam.,فاشلة,
1282,316,إيداع,1929.69,2023-11-17 06:26:25.643398,Aperiam illum totam ipsa neque.,ناجحة,
1283,426,إيداع,4365.61,2025-04-02 05:33:00.316776,Ex quaerat dolorem nesciunt.,فاشلة,
1284,463,إيداع,1792.24,2024-07-11 16:27:38.776584,Quo dolore officia.,ناجحة,
1285,728,سحب,2736.77,2023-12-10 04:49:28.663634,Itaque assumenda quod labore voluptatem modi ipsam.,ناجحة,
1286,782,سحب,1142.62,2024-10-23 21:06:52.573688,Molestias voluptatem saepe iusto repellat veritatis aliquam.,ناجحة,
1287,641,تحويل,3480.28,2024-11-26 16:46:41.309507,Dolorem alias dolorum mollitia alias atque ad laboriosam.,معلقة,877.0
1288,622,تحويل,1614.69,2025-06-16 19:40:00.028536,Recusandae ad nesciunt at voluptatibus odit earum.,ناجحة,810.0
1289,253,دفع فواتير,3463.46,2025-03-03 04:20:51.891276,Perferendis dignissimos excepturi explicabo ad quo.,ناجحة,
1290,984,سحب,3376.64,2024-11-13 23:44:32.096978,Tenetur ipsa rerum praesentium.,فاشلة,
1291,754,إيداع,4597.73,2025-06-19 08:37:13.444760,Temporibus perferendis ex aliquid.,ناجحة,
1292,385,دفع فواتير,4821.14,2022-06-14 00:47:40.534215,Non a iusto expedita distinctio in sint eius.,ناجحة,
1293,203,تحويل,4210.0,2024-10-17 08:05:40.700905,Aspernatur delectus architecto doloremque ad corporis eligendi.,فاشلة,520.0
1294,712,تحويل,3252.61,2022-12-31 11:38:29.887882,Enim quia asperiores ipsam consequuntur unde.,ناجحة,375.0
1295,716,تحويل,335.32,2024-04-05 21:08:05.811286,Ex ratione corporis quaerat deleniti modi accusantium.,ناجحة,130.0
